,統一編號,公司名稱,負責人,登記地址,資本額,營業項目及代碼表,縣市名稱,區域名稱,縣市區域,類別_全,官網,電話
986028,50668513,正升工程行,劉隆升,新北市鶯歌區湖山路25巷14號(1樓),,電器批發業,新北市,鶯歌區,新北市鶯歌區,電器批發業,,
1439784,77720837,富淵飲食店,,基隆市仁愛區光二路34號1樓,,"餐廳餐館, 餐館業",基隆市,仁愛區,基隆市仁愛區,"餐廳餐館, 餐館業",,
397263,08610997,李萬來商行,李明峰,台北市內湖區江南街19號1樓,6000.0,"['農產品零售業', '餐館業', '烘焙炊蒸食品製造業', '糖果製造業', '食品什貨']",台北市,內湖區,台北市內湖區,"['農產品零售業', '餐館業', '烘焙炊蒸食品製造業', '糖果製造業', '食品什貨']",,
534277,27838564,百集投資股份有限公司,林章清,新竹縣竹北市中興里二鄰嘉豐五路一段158號1樓,60000000.0,['一般投資業'],新竹縣,竹北市,新竹縣竹北市,['一般投資業'],,
1071149,99129577,天王星電子遊戲場業,蔡美玲,台南市歸仁區新厝里中正一街22號1樓,30000.0,,台南市,歸仁區,台南市歸仁區,"藝術、娛樂及休閒服務業,運動、娛樂及休閒服務業,娛樂及休閒服務業,遊戲場,電動玩具店",,
630083,16783872,宏洋智能整合科技有限公司,陳佳斌,台北市士林區中正路664號8樓,5000000.0,"空氣污染防制工程業,噪音及振動防制工程業,景觀工程業,電器安裝業,自動控制設備工程業,照明設備安裝工程業,電腦設備安裝業,通信工程業,儀表安裝工程業",台北市,士林區,台北市士林區,"空氣污染防制工程業,噪音及振動防制工程業,景觀工程業,電器安裝業,自動控制設備工程業,照明設備安裝工程業,電腦設備安裝業,通信工程業,儀表安裝工程業",,
437288,90008806,和同能源股份有限公司,高O瑋,臺南市仁德區保生路63巷9號1樓,1000000,"配電機械製造業,電子零組件製造業,電池製造業,熱能供應業,配管工程業,電器承裝業,照明設備安裝工程業,用電設備檢驗維護業,太陽熱能設備安裝工程業,其他工程業,水器材料批發業,電器批發業,精密儀器批發業,電信器材批發業,電池批發業,電子材料批發業,水器材料零售業,電器零售業,電信器材零售業,電子材料零售業,國際貿易業,能源技術服務業",臺南市,仁德區,台南市仁德區,"配電機械製造業,電子零組件製造業,電池製造業,熱能供應業,配管工程業,電器承裝業,照明設備安裝工程業,用電設備檢驗維護業,太陽熱能設備安裝工程業,其他工程業,水器材料批發業,電器批發業,精密儀器批發業,電信器材批發業,電池批發業,電子材料批發業,水器材料零售業,電器零售業,電信器材零售業,電子材料零售業,國際貿易業,能源技術服務業",,
1398596,53450877,吳悅國際織品有限公司,吳O川,新北市板橋區光明街25號,5000000,"國際貿易業, 智慧財產權業, 產品設計業",新北市,板橋區,新北市板橋區,"國際貿易業, 智慧財產權業, 產品設計業",,
859502,50744033,玉山緣行,蔡紅玉,花蓮縣卓溪鄉卓清村清水１００之２號,238000.0,"農作物栽培業,服飾品零售業,裝設品零售業,日常用品零售業,清潔用品零售業,育樂用品零售業,建材零售業,首飾及貴金屬零售業,其他零售業,國際貿易業,飲料店業,衛浴設備安裝工程業,餐館業,其他休閒服務業,租賃業,其他工程業,蔬果批發業,食品什貨批發業,其他批發業,農產品零售業,飲料零售業,菸酒零售業",花蓮縣,卓溪鄉,花蓮縣卓溪鄉,"農作物栽培業,服飾品零售業,裝設品零售業,日常用品零售業,清潔用品零售業,育樂用品零售業,建材零售業,首飾及貴金屬零售業,其他零售業,國際貿易業,飲料店業,衛浴設備安裝工程業,餐館業,其他休閒服務業,租賃業,其他工程業,蔬果批發業,食品什貨批發業,其他批發業,農產品零售業,飲料零售業,菸酒零售業",,
716375,80220625,威伸興業有限公司,李O勳,新北市泰山區泰林路3段98號,1000000,"五金批發業,五金零售業,機械批發業,機械器具零售業,國際貿易業,鋼材二次加工業,銅材二次加工業,金屬建築結構及組件製造業,鋁銅製品製造業,表面處理業,機械設備製造業,電器製造業,體育用品製造業",新北市,泰山區,新北市泰山區,"五金批發業,五金零售業,機械批發業,機械器具零售業,國際貿易業,鋼材二次加工業,銅材二次加工業,金屬建築結構及組件製造業,鋁銅製品製造業,表面處理業,機械設備製造業,電器製造業,體育用品製造業",,
1116988,10921167,烏牛欄花園,羅維振,南投縣埔里鎮鐵山里鐵山一巷2號,10000.0,"飲料零售業,餐館業,飲料店業",南投縣,埔里,南投縣埔里,"飲料零售業,餐館業,飲料店業",,
357194,80603762,宸昇食品有限公司,劉O鑾,南投縣草屯鎮石川里墩煌路二段199巷15號,3950000,"食品什貨批發業,其他批發業,農產品整理業,糧商業,乳品製造業,脫水及醃漬食品製造業,烘焙炊蒸食品製造業,食品添加物製造業,豆類加工食品製造業,未分類其他食品製造業,未分類其他工業製品製造業,日常用品批發業,食品添加物批發業,農產品零售業,飲料零售業,食品添加物零售業,其他零售業,無店面零售業,其他綜合零售業,國際貿易業,智慧財產權業,食品顧問業,產品設計業,租賃業,未分類其他服務業",南投縣,草屯鎮,南投縣草屯鎮,"食品什貨批發業,其他批發業,農產品整理業,糧商業,乳品製造業,脫水及醃漬食品製造業,烘焙炊蒸食品製造業,食品添加物製造業,豆類加工食品製造業,未分類其他食品製造業,未分類其他工業製品製造業,日常用品批發業,食品添加物批發業,農產品零售業,飲料零售業,食品添加物零售業,其他零售業,無店面零售業,其他綜合零售業,國際貿易業,智慧財產權業,食品顧問業,產品設計業,租賃業,未分類其他服務業",,
738699,85051943,湧順混凝土有限公司,余O錦,屏東縣萬丹鄉磚寮村大昌路781號,29600000,"建材批發業,其他工程業,土石採取業,預拌混凝土製造業,五金批發業,廢棄物清除業,廢棄物處理業,廢棄物清理業,資源回收業,國際貿易業,不動產租賃業,環境檢測服務業,水處理業,合成樹脂及塑膠製造業,其他環境衛生及污染防治服務業,其他石油及煤製品製造業,石材製品製造業,其他非金屬礦物製品製造業,鋼材二次加工業,廢車船解體及廢鋼鐵五金處理業,擠型業,擠型業",屏東縣,萬丹鄉,屏東縣萬丹鄉,"建材批發業,其他工程業,土石採取業,預拌混凝土製造業,五金批發業,廢棄物清除業,廢棄物處理業,廢棄物清理業,資源回收業,國際貿易業,不動產租賃業,環境檢測服務業,水處理業,合成樹脂及塑膠製造業,其他環境衛生及污染防治服務業,其他石油及煤製品製造業,石材製品製造業,其他非金屬礦物製品製造業,鋼材二次加工業,廢車船解體及廢鋼鐵五金處理業,擠型業,擠型業",,
485160,50503772,佑昌製版社,尤柯淑娥,苗栗縣竹南鎮聖福里建國路356巷30號,200000.0,"刻印業,排版業,製版業,印刷品裝訂及加工業",苗栗縣,竹南鎮,苗栗縣竹南鎮,"刻印業,排版業,製版業,印刷品裝訂及加工業",,
327004,30349463,大發寢具,林詠琪,宜蘭縣羅東鎮東安里光榮路215號1樓,100000.0,裝設品零售業,宜蘭縣,羅東鎮,宜蘭縣羅東鎮,裝設品零售業,,
225132,91901330,沐沐工作室,詹芮姍,新竹市東區新莊里長春街１６巷９號1樓,100000.0,"日常用品零售業,清潔用品零售業,化粧品零售業,鐘錶零售業,飲料零售業,服飾品零售業,裝設品零售業,無店面零售業",新竹市,東區,新竹市東區,"日常用品零售業,清潔用品零售業,化粧品零售業,鐘錶零售業,飲料零售業,服飾品零售業,裝設品零售業,無店面零售業",,
192543,87204065,金翔企業社,,彰化縣福興鄉外埔村外埔巷3-98號,,"五金批發業, 五金零售業, 汽、機車零件配備零售業",彰化縣,福興鄉,彰化縣福興鄉,"五金批發業, 五金零售業, 汽、機車零件配備零售業",,
119572,09517908,隆大工程行,吳豐隆,高雄市鳳山區福興里南進五街７０號１樓,90000.0,[],高雄市,鳳山區,高雄市鳳山區,[],,
604619,86929338,記銘營造股份有限公司,許能聰,彰化縣鹿港鎮進德街47號1樓,16800000,"綜合營造業,住宅及大樓開發租售業,工業廠房開發租售業,特定專業區開發業,投資興建公共建設業,新社區開發業,區段徵收及市地重劃代辦業,都市更新重建業,都市更新整建維護業,建築經理業,不動產買賣業,不動產租賃業,老人住宅業,配管工程業,室內裝潢業,建材批發業",彰化縣,鹿港鎮,彰化縣鹿港鎮,"綜合營造業,住宅及大樓開發租售業,工業廠房開發租售業,特定專業區開發業,投資興建公共建設業,新社區開發業,區段徵收及市地重劃代辦業,都市更新重建業,都市更新整建維護業,建築經理業,不動產買賣業,不動產租賃業,老人住宅業,配管工程業,室內裝潢業,建材批發業",,
512966,91086195,元太開發工程有限公司,劉O胜,臺北市大同區南京西路352、354號3樓,5000000,"廢棄物清除業,廢棄物處理業,廢棄物清理業,起重工程業,其他工程業,建材批發業,建材零售業,資源回收業,營建剩餘土石方資源處理業,營建混合物分類處理業,租賃業,其他環境衛生及污染防治服務業,園藝服務業,停車場經營業,室內設計業,花藝設計業,機械批發業,機械器具零售業",臺北市,大同區,台北市大同區,"廢棄物清除業,廢棄物處理業,廢棄物清理業,起重工程業,其他工程業,建材批發業,建材零售業,資源回收業,營建剩餘土石方資源處理業,營建混合物分類處理業,租賃業,其他環境衛生及污染防治服務業,園藝服務業,停車場經營業,室內設計業,花藝設計業,機械批發業,機械器具零售業",,
581106,42296645,周星星企業社,蕭瑞瑜,臺北市大安區基隆路2段221號10樓之１,200000.0,"便利商店業,除許可業務外",臺北市,大安區,台北市大安區,"便利商店業,除許可業務外",,
1408081,53921700,奇渥得行銷有限公司,涂O堯,臺北市松山區光復北路60巷40號,500000,"一般廣告服務業, 仲介服務業, 國際貿易業, 網路認證服務業, 資料處理服務, 資訊軟體服務, 電子資訊供應服務業",臺北市,松山區,臺北市松山區,"一般廣告服務業, 仲介服務業, 國際貿易業, 網路認證服務業, 資料處理服務, 資訊軟體服務, 電子資訊供應服務業",,
334754,56920991,晏翔企業股份有限公司,徐梓蓉,新竹縣竹北市嘉興路普善巷102號1樓,30000000,"['農作物栽培業', '特用作物栽培業', '食用菌菇類栽培業', '花卉栽培業', '農產品整理業', '作物栽培服務業', '糧商業', '其他農業', '水產養殖業', '漁業服務業', '鋼鐵軋延及擠型業', '鋼鐵鑄造業', '鋼材二次加工業', '廢車船解體及廢鋼鐵五金處理業', '擠型業', '金屬結構及建築組件製造業', '配電機械製造業', '再生能源自用發電設備業', '電器承裝業', '電器安裝業', '電纜安裝工程業', '電梯安裝工程業', '消防安全設備安裝工程業', '自動控制設備工程業', '照明設備安裝工程業', '電焊工程業', '機械安裝業', '用電設備檢驗維護業', '太陽熱能設備安裝工程業', '保冷安裝工程業', '水產品批發業', '蔬果批發業', '電信器材批發業', '電池批發業', '電子材料批發業', '電信器材零售業', '電池零售業', '電子材料零售業', '國際貿易業', '能源技術服務業', '倉儲業']",新竹縣,竹北市,新竹縣竹北市,"['農作物栽培業', '特用作物栽培業', '食用菌菇類栽培業', '花卉栽培業', '農產品整理業', '作物栽培服務業', '糧商業', '其他農業', '水產養殖業', '漁業服務業', '鋼鐵軋延及擠型業', '鋼鐵鑄造業', '鋼材二次加工業', '廢車船解體及廢鋼鐵五金處理業', '擠型業', '金屬結構及建築組件製造業', '配電機械製造業', '再生能源自用發電設備業', '電器承裝業', '電器安裝業', '電纜安裝工程業', '電梯安裝工程業', '消防安全設備安裝工程業', '自動控制設備工程業', '照明設備安裝工程業', '電焊工程業', '機械安裝業', '用電設備檢驗維護業', '太陽熱能設備安裝工程業', '保冷安裝工程業', '水產品批發業', '蔬果批發業', '電信器材批發業', '電池批發業', '電子材料批發業', '電信器材零售業', '電池零售業', '電子材料零售業', '國際貿易業', '能源技術服務業', '倉儲業']",,
103512,93630566,宏霖貿易有限公司,李O仁,宜蘭縣宜蘭市新生里宜興路三段133號1樓,1000000,"五金批發業, 人力派遣業, 其他工商服務業, 其他服務, 國際貿易業, 建築物清潔服務業, 日常用品批發業, 汽、機車零件配備零售業, 理貨包裝業, 環保服務, 菸酒批發業, 飲料店業, 飲料批發業",宜蘭縣,宜蘭市,宜蘭縣宜蘭市,"五金批發業, 人力派遣業, 其他工商服務業, 其他服務, 國際貿易業, 建築物清潔服務業, 日常用品批發業, 汽、機車零件配備零售業, 理貨包裝業, 環保服務, 菸酒批發業, 飲料店業, 飲料批發業",,
292403,29177625,雷酩企業有限公司,張O欽,新北市樹林區長壽街28巷4弄3號,1000000,"自動控制設備工程業,機械安裝業,模具零售業,機械器具零售業,國際貿易業",新北市,樹林區,新北市樹林區,"自動控制設備工程業,機械安裝業,模具零售業,機械器具零售業,國際貿易業",,
1320087,26461610,紅豆屋冷飲店,,臺南市仁德區仁德里中正路2段1129號1樓,,"飲料店業, 餐廳餐館, 餐館業",臺南市,仁德區,臺南市仁德區,"飲料店業, 餐廳餐館, 餐館業",,
400633,34424317,春達行,,新北市板橋區雙一０路２段３３號,,"寵物食品及其用品批發業, 日常用品批發業, 日常用品零售業, 食品什貨、飲料零售業",新北市,板橋區,新北市板橋區,"寵物食品及其用品批發業, 日常用品批發業, 日常用品零售業, 食品什貨、飲料零售業",,
239221,21532968,一之鄉茗茶行,陳書澧,桃園市大溪區新峯里水流東２５７號,3000.0,飲料零售業,桃園市,大溪區,桃園市大溪區,飲料零售業,,
542218,92734846,蔡朝欽彩券行,蔡朝欽,新北市三重區力行路2段166號,200000.0,['公益彩券經銷業'],新北市,三重區,新北市三重區,['公益彩券經銷業'],,
1242664,93788046,富茂開發建設有限公司,楊竣旭,新北市新莊區新北大道3段5號7樓之1,500000,"一般廣告服務業, 仲介服務業, 其他工商服務業",新北市,新莊區,新北市新莊區,"一般廣告服務業, 仲介服務業, 其他工商服務業",,
916897,21345698,乙銘洗衣店,曾淑娟,高雄市三民區鼎盛里大中一路235巷21弄1號,100000.0,洗衣業,高雄市,三民區,高雄市三民區,洗衣業,,
1495390,27483887,"[<h1 class=""h1"">LED應用製造 批發商  設計與生產商</h1>]",,,,,,,,"生產製造/消費製品-製造代理(28,832)/居家百貨",,02-86260660#23#
531007,90820850,加賀國際貿易有限公司,周瑞琪,臺中市西屯區青海路二段286之3號,300000,"菸酒批發業,菸類輸入業,菸酒零售業,酒精零售業,國際貿易業,酒類輸入業,其他批發業,其他綜合零售業,飲料零售業,無店面零售業,其他零售業,其他休閒服務業",臺中市,西屯區,台中市西屯區,"菸酒批發業,菸類輸入業,菸酒零售業,酒精零售業,國際貿易業,酒類輸入業,其他批發業,其他綜合零售業,飲料零售業,無店面零售業,其他零售業,其他休閒服務業",,
166976,43836938,金典管理顧問有限公司,吳O育,新北市永和區中正路529號10樓之1,500000,"國際貿易業, 電器批發業, 食品什貨批發業",新北市,永和區,臺北市大安區,"國際貿易業, 電器批發業, 食品什貨批發業",,
195325,25754814,花嫁花坊,方素德,嘉義市西區新富里民生北路45號1樓,10000.0,花卉零售業,嘉義市,西區,嘉義市西區,花卉零售業,,
359250,92964987,國花,王清武,金門縣金湖鎮正義里夏興９２號（限建築物第壹層使用）,10000.0,,金門縣,金湖鎮,金門縣金湖鎮,其他食品批發,,
362880,91051301,嘉禾農業科學有限公司,郭東隴,嘉義市東區興仁里軍輝路71巷23號,1000000,"飼料批發業,飼料零售業,飼料製造業,國際貿易業,食用菌菇類栽培業,畜牧場經營業,食品添加物製造業,食品添加物批發業,食品添加物零售業,即食餐食製造業,未分類其他食品製造業,寵物食品製造業,肥料批發業,生物技術服務業,飲料製造業,食品什貨批發業,飲料零售業,其他工商服務業,化粧品批發業,化粧品零售業,寵物食品及其用品批發業,寵物食品及其用品零售業,肥料零售業,動物用藥品批發業,畜產品零售業",嘉義市,東區,嘉義市東區,"飼料批發業,飼料零售業,飼料製造業,國際貿易業,食用菌菇類栽培業,畜牧場經營業,食品添加物製造業,食品添加物批發業,食品添加物零售業,即食餐食製造業,未分類其他食品製造業,寵物食品製造業,肥料批發業,生物技術服務業,飲料製造業,食品什貨批發業,飲料零售業,其他工商服務業,化粧品批發業,化粧品零售業,寵物食品及其用品批發業,寵物食品及其用品零售業,肥料零售業,動物用藥品批發業,畜產品零售業",,
220270,88456454,滿堂采網路商行,林小芸,南投縣竹山鎮下坪里枋坪巷2之35弄13號1樓,20000.0,"無店面零售業,農產品零售業,其他農畜水產品零售業,五金零售業,日常用品零售業,食品添加物零售業,其他綜合零售業",南投縣,竹山鎮,南投縣竹山鎮,"無店面零售業,農產品零售業,其他農畜水產品零售業,五金零售業,日常用品零售業,食品添加物零售業,其他綜合零售業",,
549965,31623072,錦花商店,,金門縣金城鎮賢庵里賢聚33之1號,,菸酒零售業,金門縣,金城鎮,金門縣金城鎮,菸酒零售業,,
919009,17351681,絲意歡髮型設計,林祝如,苗栗縣竹南鎮天文里龍山路二段106號,20000.0,美容美髮服務業,苗栗縣,竹南鎮,苗栗縣竹南鎮,美容美髮服務業,,
1259957,93485079,百維顧問有限公司,李尹瑋,臺北市大安區復興南路1段318號5樓之1,300000,"一般廣告服務業, 其他工商服務業",臺北市,大安區,臺北市大安區,"一般廣告服務業, 其他工商服務業",,
791775,42714628,瀚陽環保顧問有限公司,劉O宏,新北市新莊區後港一路28巷1弄10號(1樓),1000000,"裝設品批發業,五金批發業,日常用品批發業,水器材料批發業,環境用藥批發業,工業助劑批發業,建材零售業,礦顧問業,管理顧問業,其他顧問服務業,產品設計業,其他設計業,非破壞檢測業,研究發展服務業,能源技術服務業,其他工商服務業,環境檢測服務業,水處理業,其他環境衛生及污染防治服務業",新北市,新莊區,新北市新莊區,"裝設品批發業,五金批發業,日常用品批發業,水器材料批發業,環境用藥批發業,工業助劑批發業,建材零售業,礦顧問業,管理顧問業,其他顧問服務業,產品設計業,其他設計業,非破壞檢測業,研究發展服務業,能源技術服務業,其他工商服務業,環境檢測服務業,水處理業,其他環境衛生及污染防治服務業",,
8127,40852568,金亮企業社,阮氏金緣,嘉義市西區大溪里大溪路５２６巷１１號一樓,200000.0,"建築物清潔服務業,人力派遣業,園藝服務業,花卉栽培業",嘉義市,西區,嘉義市西區,"建築物清潔服務業,人力派遣業,園藝服務業,花卉栽培業",,
850805,28628398,立揚國際企業有限公司,許世春,臺中市東區自由路3段171號2樓之1,5000000,"就業服務業,翻譯業,人力派遣業,國際貿易業,仲介服務業",臺中市,東區,台中市東區,"就業服務業,翻譯業,人力派遣業,國際貿易業,仲介服務業",,
5369,91022313,高晨人力資源有限公司,劉建志,桃園市中壢區新街里環北路398號10樓之1,1000000,"育樂用品批發業,電腦及事務性機器設備批發業,不動產租賃業,管理顧問業,其他顧問服務業,資料處理服務業,影印業,人力派遣業,其他工商服務業,產業育成業,會議及展覽服務業,租賃業,仲介服務業,未分類其他服務業",桃園市,中壢區,桃園市中壢區,"育樂用品批發業,電腦及事務性機器設備批發業,不動產租賃業,管理顧問業,其他顧問服務業,資料處理服務業,影印業,人力派遣業,其他工商服務業,產業育成業,會議及展覽服務業,租賃業,仲介服務業,未分類其他服務業",,
705209,59144073,齊創包裝企業有限公司,石O于,高雄市旗山區旗文路144之7號1樓,1000000,"['模具批發業', '五金批發業', '袋批發業', '化粧品批發業', '機械批發業', '其他機械器具批發業', '五金零售業', '模具零售業', '袋零售業', '化粧品零售業', '機械器具零售業', '其他機械器具零售業', '國際貿易業', '理貨包裝業', '育樂用品批發業', '育樂用品零售業', '無店面零售業']",高雄市,旗山區,高雄市旗山區,"['模具批發業', '五金批發業', '袋批發業', '化粧品批發業', '機械批發業', '其他機械器具批發業', '五金零售業', '模具零售業', '袋零售業', '化粧品零售業', '機械器具零售業', '其他機械器具零售業', '國際貿易業', '理貨包裝業', '育樂用品批發業', '育樂用品零售業', '無店面零售業']",,
349524,90361692,日眾國際企業有限公司,莊O龍,高雄市前鎮區天后街68號2樓,300000,"['水產品批發業', '五金批發業', '建材批發業', '機械批發業', '船舶及其零件批發業', '飼料零售業', '五金零售業', '建材零售業', '船舶及其零件零售業', '國際貿易業', '船舶及其零件製造業', '其他修理業', '電焊工程業', '冷作工程業', '機械安裝業']",高雄市,前鎮,高雄市前鎮,"['水產品批發業', '五金批發業', '建材批發業', '機械批發業', '船舶及其零件批發業', '飼料零售業', '五金零售業', '建材零售業', '船舶及其零件零售業', '國際貿易業', '船舶及其零件製造業', '其他修理業', '電焊工程業', '冷作工程業', '機械安裝業']",,
1449276,80562185,閱思國際股份有限公司,劉O琳,新北市中和區中正路817號21樓之9,4800000,"國際貿易業, 產品設計業, 資料處理服務, 資訊軟體服務, 電子資訊供應服務業",新北市,中和區,新北市中和區,"國際貿易業, 產品設計業, 資料處理服務, 資訊軟體服務, 電子資訊供應服務業",,
826334,37556825,米雅寵物工作室,趙勃圳,臺南市中西區府前里友愛街359號1樓,5000.0,"未分類其他服務業,特定寵物服務業",臺南市,中西區,台南市中西區,"未分類其他服務業,特定寵物服務業",,
1039866,99555902,金三角髮廊,王俊銘,臺南市南區國宅里金華路2段39巷70號1樓,,美容美髮服務,臺南市,南區,臺南市南區,美容美髮服務,,
1451890,80853992,晶都商行,,高雄市左營區新光里政德路４２０號,,食品什貨、飲料零售業,高雄市,左營區,高雄市左營區,食品什貨、飲料零售業,,
1388797,49925113,擱一碗超人鱸魚湯舖,,新北市新店區北新路1段349號(1樓),,"其他綜合零售, 無店面零售業, 餐廳餐館, 餐館業",新北市,新店區,新北市新店區,"其他綜合零售, 無店面零售業, 餐廳餐館, 餐館業",,
670022,21740754,久保家具材料行,陳素珍,台北市士林區永平街80巷39號1樓,200000.0,"['布疋', '建材零售業三', '五金零售業四', '塑膠膜', '家具', '耐火材料零售業七', '室內裝潢業']",台北市,士林區,台北市士林區,"['布疋', '建材零售業三', '五金零售業四', '塑膠膜', '家具', '耐火材料零售業七', '室內裝潢業']",,
621306,53308464,溱鋐工程有限公司,林信佑,屏東縣長治鄉繁榮村新榮路3之36號1樓,1000000,"室內裝潢業,建材批發業,油漆工程業,其他工程業,建材零售業",屏東縣,長治鄉,屏東縣長治鄉,"室內裝潢業,建材批發業,油漆工程業,其他工程業,建材零售業",,
1070791,92259997,巨緣商行,蔡王亭,南投縣竹山鎮社寮里集山路一段１６５７號,200000.0,"育樂用品零售業,其他綜合零售業,飲料零售業,清潔用品零售業",南投縣,竹山鎮,南投縣竹山鎮,"育樂用品零售業,其他綜合零售業,飲料零售業,清潔用品零售業",,
880325,15845533,大亞交通有限公司,林勝文,臺北市文山區木新路3段11號,3000000,計程車客運業,臺北市,文山區,台北市文山區,計程車客運業,,
552441,73935560,永業行,,高雄市三民區寶國里義光街２２號１樓,,菸酒零售業,高雄市,三民區,高雄市三民區,菸酒零售業,,
856244,24769847,尚美商旅有限公司,陳錫川,臺北市中正區館前路8號6樓,24680000,"一般旅館業,飲料店業,餐館業",臺北市,中正區,台北市中正區,"一般旅館業,飲料店業,餐館業",,
753769,25701198,瀚羽工程行,張百洲,屏東縣內埔鄉豐田村興中一巷33號,200000.0,"其他工程業,玻璃安裝工程業,衛浴設備安裝工程業,防銹工程業,電器承裝業,配管工程業,電器安裝業,室內裝潢業,油漆工程業,門窗安裝工程業,室內輕鋼架工程業",屏東縣,內埔鄉,屏東縣內埔鄉,"其他工程業,玻璃安裝工程業,衛浴設備安裝工程業,防銹工程業,電器承裝業,配管工程業,電器安裝業,室內裝潢業,油漆工程業,門窗安裝工程業,室內輕鋼架工程業",,
707305,24530394,悅焮有限公司,許O艾,新北市中和區福美里莊敬路49巷20弄2之3號,250000,"['服飾品批發業', '日常用品批發業', '育樂用品批發業', '服飾品零售業', '育樂用品零售業', '日常用品零售業']",新北市,中和區,新北市中和區,"['服飾品批發業', '日常用品批發業', '育樂用品批發業', '服飾品零售業', '育樂用品零售業', '日常用品零售業']",,
93028,92537492,玖時企業社,林峻霆,花蓮縣花蓮市國威里中山路349號,,"其他餐飲, 資訊軟體服務, 餐廳餐館, 餐館業",花蓮縣,花蓮市,花蓮縣花蓮市,"其他餐飲, 資訊軟體服務, 餐廳餐館, 餐館業",,
1334665,28053061,頂級冷凍食品有限公司,陳O德,新北市三重區碧華里五華街180巷12號(1樓),1000000,"倉儲業, 國際貿易業, 家畜家禽批發業, 機械批發業, 水產品批發業, 水產品零售業, 畜產品零售業, 蔬果批發業, 超級市場業, 農產品零售業, 食品什貨、飲料零售業, 食品什貨批發業, 餐廳餐館",新北市,三重區,新北市三重區,"倉儲業, 國際貿易業, 家畜家禽批發業, 機械批發業, 水產品批發業, 水產品零售業, 畜產品零售業, 蔬果批發業, 超級市場業, 農產品零售業, 食品什貨、飲料零售業, 食品什貨批發業, 餐廳餐館",,
1494733,49760702,德皇工業股份有限公司,,,,,,,,"生產製造/消費製品-製造代理(28,832)/居家百貨","https://037865131.web66.com.tw
",03-7-865131
673416,04222102,台石股份有限公司,高O博武,臺北市中山區松江路42號6樓,8000000,"['菸酒批發業', '飲料批發業', '食品什貨批發業', '酒精批發業', '五金批發業', '顏料批發業', '農藥批發業', '肥料批發業', '袋批發業', '化學原料批發業', '其他化學製品批發業', '化粧品批發業', '建材批發業', '機械批發業', '電器批發業', '其他機械器具批發業', '食品添加物批發業', '其他批發業', '農產品零售業', '菸酒零售業', '酒精零售業', '五金零售業', '顏料零售業', '農藥零售業', '肥料零售業', '袋零售業', '化學原料零售業', '其他化學製品零售業', '化粧品零售業', '建材零售業', '電器零售業', '機械器具零售業', '其他機械器具零售業', '食品添加物零售業', '國際貿易業']",臺北市,中山區,台北市中山區,"['菸酒批發業', '飲料批發業', '食品什貨批發業', '酒精批發業', '五金批發業', '顏料批發業', '農藥批發業', '肥料批發業', '袋批發業', '化學原料批發業', '其他化學製品批發業', '化粧品批發業', '建材批發業', '機械批發業', '電器批發業', '其他機械器具批發業', '食品添加物批發業', '其他批發業', '農產品零售業', '菸酒零售業', '酒精零售業', '五金零售業', '顏料零售業', '農藥零售業', '肥料零售業', '袋零售業', '化學原料零售業', '其他化學製品零售業', '化粧品零售業', '建材零售業', '電器零售業', '機械器具零售業', '其他機械器具零售業', '食品添加物零售業', '國際貿易業']",,
1321739,26689453,中中商行,,金門縣金沙鎮三山里山西65號,,菸酒零售業,金門縣,金沙鎮,金門縣金沙鎮,菸酒零售業,,
1083322,88065576,特攻冷氣企業行,楊秀邊,高雄市小港區高坪十五路５３８號1樓,3000.0,"配管工程業,電器承裝業,電器安裝業,電器零售業,電子材料零售業,電器及電子產品修理業",高雄市,小港區,高雄市小港區,"配管工程業,電器承裝業,電器安裝業,電器零售業,電子材料零售業,電器及電子產品修理業",,
1374363,36940822,傑崙商行,,高雄市三民區清華街５４號,,"便利商店, 打字業",高雄市,三民區,高雄市三民區,"便利商店, 打字業",,
756533,89191137,嘉德門有限公司,温吉捷,新竹縣湖口鄉信勢村明德街179號1樓,100000,"門窗安裝工程業,金屬結構及建築組件製造業,鋼鐵軋延及擠型業,鋼鐵鑄造業,鋼材二次加工業",新竹縣,湖口鄉,新竹縣湖口鄉,"門窗安裝工程業,金屬結構及建築組件製造業,鋼鐵軋延及擠型業,鋼鐵鑄造業,鋼材二次加工業",,
1304437,17979109,小茂屋,,臺南市東區大學里長榮路3段40號1樓,,"飲料店業, 餐廳餐館, 餐館業",臺南市,東區,臺南市東區,"飲料店業, 餐廳餐館, 餐館業",,
214304,50842148,辰芯生命禮儀有限公司,吳韋辰,新北市新莊區中港一街33之2號,300000,"花卉批發業,蔬果批發業,菸酒批發業,飲料批發業,食品什貨批發業,酒精批發業,服飾品批發業,日常用品批發業,祭祀用品批發業,育樂用品批發業,礦石批發業,其他批發業,農產品零售業,菸酒零售業,礦石零售業,無店面零售業,國際貿易業,印刷業,人力派遣業,租賃業,喜慶綜合服務業,殯葬禮儀服務業,不動產租賃業",新北市,新莊區,新北市新莊區,"花卉批發業,蔬果批發業,菸酒批發業,飲料批發業,食品什貨批發業,酒精批發業,服飾品批發業,日常用品批發業,祭祀用品批發業,育樂用品批發業,礦石批發業,其他批發業,農產品零售業,菸酒零售業,礦石零售業,無店面零售業,國際貿易業,印刷業,人力派遣業,租賃業,喜慶綜合服務業,殯葬禮儀服務業,不動產租賃業",,
